,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres
451115,5733,316,5,958430852,M,25,4,48109,Stargate (1994),Action|Adventure|Sci-Fi
812957,2872,3429,5,972417352,M,25,20,94014,Creature Comforts (1990),Animation|Comedy
784174,187,381,4,977076967,F,45,1,94061,When a Man Loves a Woman (1994),Drama
280700,1780,3100,3,1039940242,M,35,1,22181,"River Runs Through It, A (1992)",Drama
617644,5961,2391,4,957025422,F,45,0,78757,"Simple Plan, A (1998)",Crime|Thriller
176257,3196,1968,4,970939158,F,18,4,45219,"Breakfast Club, The (1985)",Comedy|Drama
344159,1339,2469,2,974780947,M,35,18,85275,Peggy Sue Got Married (1986),Comedy|Romance
368413,4732,1274,5,963332279,M,25,14,24450,Akira (1988),Adventure|Animation|Sci-Fi|Thriller
43416,5256,1,5,961271920,M,25,16,30269,Toy Story (1995),Animation|Children's|Comedy
3254,1628,3408,5,974889514,M,18,20,90028,Erin Brockovich (2000),Drama
774012,4064,2247,2,965478239,M,45,0,20851,Married to the Mob (1988),Comedy
721625,5047,1037,3,966134820,M,45,6,23452,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
618676,2489,1092,3,974141334,F,35,9,37843,Basic Instinct (1992),Mystery|Thriller
775418,4808,1381,2,962955214,M,35,0,96707-1321,Grease 2 (1982),Comedy|Musical|Romance
959267,5911,535,3,957369447,F,25,17,80301,Short Cuts (1993),Drama
473097,335,1374,4,976362857,M,35,18,55434,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
913292,3312,3908,2,1020751587,F,18,4,90039,Urban Legends: Final Cut (2000),Horror
24273,2515,1270,4,974070469,M,45,12,37914,Back to the Future (1985),Comedy|Sci-Fi
999920,4277,1770,3,1045018160,M,35,16,98133,B. Monkey (1998),Romance|Thriller
140838,970,2571,5,975376108,M,25,0,27615,"Matrix, The (1999)",Action|Sci-Fi|Thriller
147220,1896,1953,4,974692375,M,56,13,92115,"French Connection, The (1971)",Action|Crime|Drama|Thriller
130315,4018,1196,4,965526828,F,45,20,75214,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
439400,5441,2640,3,959988360,M,50,7,95762,Superman (1978),Action|Adventure|Sci-Fi
405083,5367,1358,4,960506027,M,18,4,55344,Sling Blade (1996),Drama|Thriller
118898,5323,480,3,960848555,M,25,20,94122,Jurassic Park (1993),Action|Adventure|Sci-Fi
913401,3217,3784,5,968453847,F,35,0,92630,"Kid, The (2000)",Comedy
755277,4771,2132,5,963885252,F,25,4,04101,Who's Afraid of Virginia Woolf? (1966),Drama
660023,5011,1275,5,962584804,M,18,4,64154,Highlander (1986),Action|Adventure
296240,3604,1517,4,966613997,F,1,10,02879,Austin Powers: International Man of Mystery (1997),Comedy
526423,4425,2375,3,965112340,M,35,7,98607,"Money Pit, The (1986)",Comedy
878956,5074,1944,5,962436035,M,1,0,20132,From Here to Eternity (1953),Drama|Romance|War
222609,2496,1201,5,974176197,M,50,1,37932,"Good, The Bad and The Ugly, The (1966)",Action|Western
373446,2116,105,3,974650047,M,18,4,49546,"Bridges of Madison County, The (1995)",Drama|Romance
973394,4384,2513,4,965189085,M,25,0,43623,Pet Sematary (1989),Horror
375231,4705,3252,4,963671512,F,18,0,75115,Scent of a Woman (1992),Drama
850308,746,2540,1,975469940,F,18,19,95019,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
852373,4249,1620,3,965310839,F,18,17,65203,Kiss the Girls (1997),Crime|Drama|Thriller
636234,1146,3576,5,974932415,F,18,16,80260,"Hidden, The (1987)",Action|Horror|Sci-Fi
680155,5530,2450,2,959623647,F,18,4,63141,Howard the Duck (1986),Adventure|Children's|Sci-Fi
147820,5990,1953,5,956870106,F,25,20,90046,"French Connection, The (1971)",Action|Crime|Drama|Thriller
653306,533,2052,1,976219782,M,25,12,27514,Hocus Pocus (1993),Children's|Comedy
874921,2100,1459,3,974670427,F,25,0,24017,Absolute Power (1997),Mystery|Thriller
827386,3878,1061,4,965917277,M,35,16,22124,Sleepers (1996),Crime|Drama
370357,4126,3528,3,1008467423,M,25,17,53188,"Prince of Tides, The (1991)",Drama|Romance
837464,4354,3473,1,965199324,M,35,14,78611,Jonah Who Will Be 25 in the Year 2000 (1976),Comedy
402445,3688,1060,4,966404118,M,18,6,21202,Swingers (1996),Comedy|Drama
299096,3916,913,5,965914087,M,25,4,02134,"Maltese Falcon, The (1941)",Film-Noir|Mystery
868424,2020,35,3,976416470,M,25,7,45011,Carrington (1995),Drama|Romance
174527,3471,318,5,973140052,M,18,4,80302,"Shawshank Redemption, The (1994)",Drama
76263,508,3578,4,976211396,M,25,12,55418,Gladiator (2000),Action|Drama
959703,3110,1670,2,969486216,M,25,0,10002,Welcome To Sarajevo (1997),Drama|War
637764,5333,1614,3,960831370,F,25,7,02332,In & Out (1997),Comedy
269162,3512,1635,3,1001442814,M,18,17,02140,"Ice Storm, The (1997)",Drama
959542,4379,2361,1,965180957,M,25,4,27278,Pink Flamingos (1972),Comedy
226337,754,2987,1,979334744,M,35,7,38024,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
725862,4543,3243,3,965112421,M,25,2,11105,Encino Man (1992),Comedy
936857,5555,2279,3,959649341,M,1,10,37830,Urban Legend (1998),Horror|Thriller
804883,4472,3197,4,965064276,F,45,16,14424,"Presidio, The (1988)",Action
30573,4634,1097,5,975894761,M,50,20,98119,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
506704,5530,2431,1,959994574,F,18,4,63141,Patch Adams (1998),Comedy|Drama
576203,5523,2616,3,959647112,M,35,0,60187,Dick Tracy (1990),Action|Crime
878158,258,1797,5,976671769,M,25,7,55436,Everest (1998),Documentary
796286,4559,947,5,964506655,M,25,7,05346,My Man Godfrey (1936),Comedy
896181,4933,190,4,962755501,M,25,15,94040,Safe (1995),Thriller
219725,1685,1387,5,974710362,M,35,12,95833,Jaws (1975),Action|Horror
975245,5265,2351,3,961177617,M,45,1,97405,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
10969,5505,594,5,959732202,F,25,4,02141,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical
791203,4418,3263,4,1018135211,F,50,0,02139,White Men Can't Jump (1992),Comedy
681427,5594,2020,4,959226521,F,45,0,55419,Dangerous Liaisons (1988),Drama|Romance
31022,5738,1097,3,958414611,M,25,12,55406,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
714435,2453,1799,3,974189491,M,25,7,55429,Suicide Kings (1997),Crime|Drama
973609,5367,3401,1,960501120,M,18,4,55344,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi
749360,3841,3741,4,965996791,M,45,18,26101,Badlands (1973),Crime|Drama
996370,560,3314,5,976049914,M,45,15,81335,"Big Trees, The (1952)",Action|Drama
30179,3579,1097,4,966709319,M,18,0,32219,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
874569,1980,836,2,974770449,M,35,7,06460,Chain Reaction (1996),Action|Adventure|Thriller
699232,4979,3082,4,962605432,M,35,2,55423,"World Is Not Enough, The (1999)",Action|Thriller
915144,1088,848,4,1023533850,F,1,10,98103,"Spitfire Grill, The (1996)",Drama
639768,3401,2288,1,980112937,M,35,7,76109,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
253457,3521,3081,3,966925833,M,25,0,53213,Sleepy Hollow (1999),Horror|Romance
521051,4213,2948,5,965846907,M,35,7,63125,From Russia with Love (1963),Action
127804,3841,590,3,965995788,M,45,18,26101,Dances with Wolves (1990),Adventure|Drama|Western
483815,5776,923,4,958170497,M,18,12,97205,Citizen Kane (1941),Drama
339207,3519,2966,3,967574140,F,25,14,11215,"Straight Story, The (1999)",Drama
839648,1015,2919,3,975016777,M,35,3,11220,Year of Living Dangerously (1982),Drama|Romance
608692,3361,1619,4,967685430,M,25,4,91790,Seven Years in Tibet (1997),Drama|War
953806,3191,20,1,968651686,M,25,12,27707,Money Train (1995),Action
462972,5321,3039,3,960861769,M,25,4,02457,Trading Places (1983),Comedy
242629,4858,296,4,963745927,M,25,1,04086,Pulp Fiction (1994),Crime|Drama
59619,1941,1246,5,974954353,M,35,17,94550,Dead Poets Society (1989),Drama
785238,1457,3098,4,983497765,M,25,1,95472,"Natural, The (1984)",Drama
505432,359,1129,4,976317290,M,25,17,55128,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
240376,3280,2700,2,968344961,M,25,7,33486,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
653975,1265,1186,5,999228495,F,18,20,49321,"Sex, Lies, and Videotape (1989)",Drama
150891,4373,1955,3,965180620,M,50,12,32920,Kramer Vs. Kramer (1979),Drama
585118,4502,1587,3,964989360,M,50,0,01379,Conan the Barbarian (1982),Action|Adventure
863094,175,3251,4,977112788,F,25,2,95123,Agnes of God (1985),Drama|Mystery
97648,3607,110,5,966612142,M,35,17,32506,Braveheart (1995),Action|Drama|War
871762,2328,1970,3,974431805,M,56,7,13212,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror
78425,3475,2881,3,974777271,M,25,14,33133,Double Jeopardy (1999),Action|Thriller
219658,1448,1387,3,976121428,F,25,3,17522,Jaws (1975),Action|Horror
117536,2030,480,3,974929310,M,25,4,77345,Jurassic Park (1993),Action|Adventure|Sci-Fi
991306,5776,2237,4,958170361,M,18,12,97205,Without Limits (1998),Drama
847816,1542,507,4,974745091,M,18,17,12054,"Perfect World, A (1993)",Action|Drama
977157,1088,2590,3,1013099989,F,1,10,98103,Hideous Kinky (1998),Drama
611497,4000,70,4,965570369,M,35,7,08876,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
118542,4374,480,5,965179077,M,18,4,43201,Jurassic Park (1993),Action|Adventure|Sci-Fi
374041,3312,253,4,967955952,F,18,4,90039,Interview with the Vampire (1994),Drama|Horror
679703,4957,546,2,962758949,M,25,2,48197,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi
481755,1658,344,4,974713320,F,35,6,94214,Ace Ventura: Pet Detective (1994),Comedy
887587,2489,1342,3,974141184,F,35,9,37843,Candyman (1992),Horror
15423,4352,2918,5,965232273,M,18,4,11010,Ferris Bueller's Day Off (1986),Comedy
553389,639,2041,3,975728541,M,45,17,85202,Condorman (1981),Action|Adventure|Children's|Comedy
880553,2748,2827,1,973287971,M,25,4,85719,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller
900806,2627,456,3,973628733,M,25,1,06877,Fresh (1994),Drama
380681,2062,3265,5,974659952,M,18,4,44646,Hard-Boiled (Lashou shentan) (1992),Action|Crime
490826,5018,858,4,962584838,F,56,12,90290,"Godfather, The (1972)",Action|Crime|Drama
301029,2097,1732,4,974736663,M,18,5,48504,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
613255,3031,2387,5,970429602,M,18,4,48135,Very Bad Things (1998),Comedy|Crime
852817,1395,2772,4,979226533,M,25,2,07026,Detroit Rock City (1999),Comedy
938546,1211,2169,1,974843700,M,18,4,10027,Dead Man on Campus (1998),Comedy
446764,352,1278,4,976325765,M,18,4,60115,Young Frankenstein (1974),Comedy|Horror
260301,4490,2716,4,965007632,M,35,5,70123,Ghostbusters (1984),Comedy|Horror
780881,3063,2412,3,970015510,M,18,4,03106,Rocky V (1990),Action|Drama
995520,6036,731,3,956716728,F,25,15,32603,Heaven's Prisoners (1996),Mystery|Thriller
754467,3014,3361,3,970711785,M,35,7,06430,Bull Durham (1988),Comedy
460150,10,3034,4,980638330,F,35,1,95370,Robin Hood (1973),Animation|Children's
234138,1947,501,5,974690872,M,25,7,94041,Naked (1993),Drama
901526,3677,611,5,966364438,F,25,12,06906,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
255343,5103,377,5,962409092,F,35,16,78222,Speed (1994),Action|Romance|Thriller
835191,2978,3871,4,970968438,M,35,20,45236,Shane (1953),Drama|Western
669510,3029,3633,4,970369081,M,18,4,92037,On Her Majesty's Secret Service (1969),Action
971660,802,1866,4,975397977,M,25,16,22801,"Big Hit, The (1998)",Action|Comedy
422905,2796,2125,4,1016198312,M,25,14,92104,Ever After: A Cinderella Story (1998),Drama|Romance
326310,1034,3717,2,975018898,F,35,1,82601,Gone in 60 Seconds (2000),Action|Crime
540584,3423,1080,3,967360702,M,25,7,84088,Monty Python's Life of Brian (1979),Comedy
703857,2641,3752,3,974536243,M,25,6,19428,"Me, Myself and Irene (2000)",Comedy
180305,4940,1245,3,962641663,F,50,11,94102,Miller's Crossing (1990),Drama
176206,3007,1968,4,970539662,M,35,0,33174,"Breakfast Club, The (1985)",Comedy|Drama
400542,3208,3160,5,968553097,M,25,14,30342,Magnolia (1999),Drama
118767,4964,480,3,962615084,M,35,0,94110,Jurassic Park (1993),Action|Adventure|Sci-Fi
635227,4016,3638,4,965529448,M,50,0,33901,Moonraker (1979),Action|Romance|Sci-Fi
579428,1741,10,3,974709724,M,35,7,91107,GoldenEye (1995),Action|Adventure|Thriller
450290,1389,316,2,974768191,M,25,17,19801,Stargate (1994),Action|Adventure|Sci-Fi
676547,4725,1499,3,963370245,M,35,5,96707-1321,Anaconda (1997),Action|Adventure|Thriller
193747,5090,1291,5,962392459,F,35,19,75069,Indiana Jones and the Last Crusade (1989),Action|Adventure
649679,1295,1748,3,974788507,F,35,6,90036,Dark City (1998),Film-Noir|Sci-Fi|Thriller
590710,2544,2920,4,1008041856,M,45,1,52001,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
438026,3259,1269,5,968272002,F,18,4,95616,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
848336,2489,1616,3,1017581553,F,35,9,37843,"Peacemaker, The (1997)",Action|Thriller|War
673971,2684,2348,3,985991130,F,18,0,19143,Sid and Nancy (1986),Drama
63549,1530,648,4,985055314,M,25,4,53711,Mission: Impossible (1996),Action|Adventure|Mystery
488026,4070,3704,3,965455781,M,25,15,93107,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
480752,5112,1019,3,962329266,M,35,13,89128,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
240351,3163,2700,4,968867718,M,18,15,95616,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
426501,2593,1256,5,973823638,M,56,16,95816,Duck Soup (1933),Comedy|War
507547,5763,1633,3,959535722,F,25,1,08904,Ulee's Gold (1997),Drama
143715,3847,1917,2,965881559,M,25,7,12801,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
642692,1147,2010,3,974873295,M,25,20,98101,Metropolis (1926),Sci-Fi
284599,2008,2959,5,977543083,M,25,3,48220,Fight Club (1999),Drama
819182,3930,1272,4,965707137,M,56,3,52240,Patton (1970),Drama|War
796611,3453,3730,3,967241687,M,35,7,07981,"Conversation, The (1974)",Drama|Mystery
202241,3454,1378,4,970781304,M,18,0,92122,Young Guns (1988),Action|Comedy|Western
21314,4729,2797,4,964217175,M,50,16,55347,Big (1988),Comedy|Fantasy
138967,4229,2359,2,965312576,M,35,17,94010,Waking Ned Devine (1998),Comedy
793471,432,207,3,976250147,M,45,16,55306,"Walk in the Clouds, A (1995)",Drama|Romance
332560,566,1569,2,976040712,M,25,17,92122,My Best Friend's Wedding (1997),Comedy|Romance
692245,5990,2064,3,956868501,F,25,20,90046,Roger & Me (1989),Comedy|Documentary
388822,3128,1673,3,985045297,M,18,2,10012,Boogie Nights (1997),Drama
617204,2073,2391,4,974754971,F,18,4,13148,"Simple Plan, A (1998)",Crime|Thriller
524290,5091,3174,3,963677638,M,25,17,19810,Man on the Moon (1999),Comedy|Drama
256818,948,2428,4,975161345,M,56,12,43056,"Faculty, The (1998)",Horror|Sci-Fi
13643,5109,595,5,962333865,F,45,6,19802,Beauty and the Beast (1991),Animation|Children's|Musical
166901,1632,3451,3,974718241,M,25,16,94120,Guess Who's Coming to Dinner (1967),Comedy|Drama
318014,3370,32,5,967607328,M,18,4,92833,Twelve Monkeys (1995),Drama|Sci-Fi
835733,1072,3512,4,974941416,F,35,7,07601,Return to Me (2000),Drama|Romance
485747,2067,3701,3,974660687,M,50,16,06430,Alien Nation (1988),Crime|Drama|Sci-Fi
52108,5209,1207,3,961605801,M,50,1,46077,To Kill a Mockingbird (1962),Drama
625421,4879,2369,4,962766535,M,25,3,60626,Desperately Seeking Susan (1985),Comedy|Romance
653927,631,1186,3,975780545,M,35,17,28601,"Sex, Lies, and Videotape (1989)",Drama
413361,3724,1223,4,966220661,M,35,6,77083,"Grand Day Out, A (1992)",Animation|Comedy
930616,4277,709,3,967621933,M,35,16,98133,Oliver & Company (1988),Animation|Children's
936678,855,2279,2,976417151,F,18,2,72701,Urban Legend (1998),Horror|Thriller
733264,2907,1267,3,971841523,F,35,5,12345,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
367992,4937,1701,4,962648282,M,35,0,02108,Deconstructing Harry (1997),Comedy|Drama
557712,5223,2710,1,961529586,M,56,10,11361,"Blair Witch Project, The (1999)",Horror
790832,1764,3263,5,974709432,M,18,0,75149,White Men Can't Jump (1992),Comedy
985754,5978,2032,5,964186462,M,35,1,49307,"Barefoot Executive, The (1971)",Children's|Comedy
885980,438,3617,4,976259062,M,18,11,53705,Road Trip (2000),Comedy
472999,5917,2174,5,957316322,F,50,1,94550,Beetlejuice (1988),Comedy|Fantasy
467942,4007,765,2,965550494,M,35,12,88005,Jack (1996),Comedy|Drama
381033,3364,1735,4,967669944,M,56,13,17033,Great Expectations (1998),Drama|Romance
762909,4823,3422,3,962917225,M,18,4,46219,She's Gotta Have It (1986),Comedy|Romance
452090,965,2080,5,975120761,M,56,7,10954,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
985532,3562,537,3,966791991,F,25,6,32812,Sirens (1994),Comedy|Drama
431207,4446,3438,3,965089247,M,18,18,60435,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy
965847,669,3272,2,975633697,M,25,17,30307,Bad Lieutenant (1992),Crime|Drama
811541,4354,2870,4,965193394,M,35,14,78611,Barefoot in the Park (1967),Comedy
618757,3053,1092,3,970170241,F,25,3,55102,Basic Instinct (1992),Mystery|Thriller
496063,1150,1104,3,975195820,F,25,20,75226,"Streetcar Named Desire, A (1951)",Drama
981517,2092,635,3,974769867,M,56,1,49006,"Family Thing, A (1996)",Comedy|Drama
137409,3485,593,4,967094696,M,25,0,94121,"Silence of the Lambs, The (1991)",Drama|Thriller
199483,4336,552,5,965237908,F,25,0,40241,"Three Musketeers, The (1993)",Action|Adventure|Comedy
737464,2659,3104,4,973469429,M,35,14,01060,Midnight Run (1988),Action|Adventure|Comedy|Crime
715823,4808,1438,3,962946931,M,35,0,96707-1321,Dante's Peak (1997),Action|Thriller
530775,5627,1215,3,959041579,M,25,0,07040,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
682826,4013,485,2,965536479,M,25,1,77803,Last Action Hero (1993),Action|Comedy
396429,1812,3510,3,1030120465,F,25,12,48103,Frequency (2000),Drama|Thriller
164575,4472,1527,4,965069293,F,45,16,14424,"Fifth Element, The (1997)",Action|Sci-Fi
72000,2748,1210,2,973207879,M,25,4,85719,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
318343,4607,32,4,964195583,M,25,0,27403,Twelve Monkeys (1995),Drama|Sci-Fi
2299,424,914,4,997755885,M,25,17,55112,My Fair Lady (1964),Musical|Romance
755666,4243,303,4,965315936,M,56,7,32137,"Quick and the Dead, The (1995)",Action|Adventure|Western
805875,5722,3949,2,977246053,M,25,20,48103,Requiem for a Dream (2000),Drama
503380,195,3593,2,1039237302,M,25,12,10458,Battlefield Earth (2000),Action|Sci-Fi
501422,2704,953,4,973299286,M,56,13,72764,It's a Wonderful Life (1946),Drama
756678,4647,175,4,963967445,M,35,20,80222,Kids (1995),Drama
170723,151,1784,4,992133424,F,25,20,85013,As Good As It Gets (1997),Comedy|Drama
711415,2153,818,2,974624690,M,18,16,97405,"Very Brady Sequel, A (1996)",Comedy
909846,4884,3545,4,963045996,M,35,14,90266,Cabaret (1972),Musical|War
9078,728,2804,4,975515795,M,25,6,11598,"Christmas Story, A (1983)",Comedy|Drama
780337,4016,2779,3,965619592,M,50,0,33901,Heaven Can Wait (1978),Comedy
716343,2909,2671,2,1009399135,M,25,7,43228,Notting Hill (1999),Comedy|Romance
972043,4808,3709,3,962952469,M,35,0,96707-1321,Sleepwalkers (1992),Horror
837730,5996,3549,5,1020096724,F,25,0,87114,Guys and Dolls (1955),Musical
222099,5129,3527,3,962134568,M,45,17,40515,Predator (1987),Action|Sci-Fi|Thriller
286277,4626,1722,4,964114065,M,25,14,97219,Tomorrow Never Dies (1997),Action|Romance|Thriller
998269,850,3218,4,975351850,M,35,0,60640,Poison (1991),Drama
276205,1601,1429,4,978578360,M,25,12,83001,Jackie Chan's First Strike (1996),Action
413818,331,3623,3,1000396477,M,25,7,55902,Mission: Impossible 2 (2000),Action|Thriller
515347,2073,1204,4,974750881,F,18,4,13148,Lawrence of Arabia (1962),Adventure|War
723305,4318,2416,2,965383001,M,25,5,02891,Back to School (1986),Comedy
172052,5792,1784,3,958083114,M,25,17,43201,As Good As It Gets (1997),Comedy|Drama
684841,3390,1094,4,967601412,F,45,20,02476,"Crying Game, The (1992)",Drama|Romance|War
472913,5565,2174,4,959352923,M,18,17,02114,Beetlejuice (1988),Comedy|Fantasy
72760,4289,1210,5,965275262,M,35,14,32068,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
902303,173,1305,3,1009653068,M,25,0,45237,"Paris, Texas (1984)",Drama
614842,4605,628,4,964204440,M,25,15,92656,Primal Fear (1996),Drama|Thriller
274317,3934,3744,2,965702866,M,25,0,44512,Shaft (2000),Action|Crime
630009,1150,319,5,974870940,F,25,20,75226,Shallow Grave (1994),Thriller
714746,4726,256,2,963988219,F,35,16,95828,Junior (1994),Comedy|Sci-Fi
988909,3311,1330,1,967961778,M,25,4,90039,April Fool's Day (1986),Comedy|Horror
757669,3266,2757,4,968212207,F,25,4,95616,Frances (1982),Drama
24075,2029,1270,3,974678730,F,25,12,10011,Back to the Future (1985),Comedy|Sci-Fi
310339,4556,348,4,965072641,M,45,16,55011,Bullets Over Broadway (1994),Comedy
763167,3312,719,2,976672675,F,18,4,90039,Multiplicity (1996),Comedy
262420,5561,2289,5,959374649,F,25,3,74075,"Player, The (1992)",Comedy|Drama
39600,4415,2762,5,965144054,M,18,0,02215,"Sixth Sense, The (1999)",Thriller
7689,4715,1197,2,963444852,M,25,2,97205,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
624216,2071,2761,4,974658422,M,45,7,01605,"Iron Giant, The (1999)",Animation|Children's
368002,5153,1701,4,961968454,M,25,7,60046,Deconstructing Harry (1997),Comedy|Drama
78430,3561,2881,4,966796001,M,35,14,63304,Double Jeopardy (1999),Action|Thriller
121316,3917,1265,4,965741193,F,35,9,60618,Groundhog Day (1993),Comedy|Romance
527215,6036,971,5,956711123,F,25,15,32603,Cat on a Hot Tin Roof (1958),Drama
872100,4352,1971,3,965227028,M,18,4,11010,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror
242931,5647,296,4,958873674,M,18,1,62522,Pulp Fiction (1994),Crime|Drama
603252,3450,1892,4,967245700,M,25,5,78251,"Perfect Murder, A (1998)",Mystery|Thriller
362422,1865,2712,2,976584455,F,18,1,94606,Eyes Wide Shut (1999),Drama
714215,1113,3896,4,974915486,M,18,4,97215,"Way of the Gun, The (2000)",Crime|Thriller
769937,3499,1285,3,967233983,M,25,3,77006,Heathers (1989),Comedy
736120,1988,3521,4,974757714,F,25,1,85224,Mystery Train (1989),Comedy|Crime|Drama
370202,1150,3528,2,974874861,F,25,20,75226,"Prince of Tides, The (1991)",Drama|Romance
8877,5716,1287,4,958510616,M,1,10,03756,Ben-Hur (1959),Action|Adventure|Drama
348290,5996,1674,4,956953346,F,25,0,87114,Witness (1985),Drama|Romance|Thriller
400862,5826,3160,5,957896066,M,18,4,60201,Magnolia (1999),Drama
652390,4800,2985,3,962990412,M,18,4,80521,Robocop (1987),Action|Crime|Sci-Fi
412724,4362,1584,3,965189947,M,25,17,85016,Contact (1997),Drama|Sci-Fi
486035,5163,3701,4,961951663,M,45,6,53216,Alien Nation (1988),Crime|Drama|Sci-Fi
542187,678,2530,4,989501429,M,25,0,34952,Beneath the Planet of the Apes (1970),Action|Sci-Fi
974284,3626,2587,2,966595495,M,25,17,75075,Life (1999),Comedy
134250,2088,1198,5,974656649,M,50,7,60618,Raiders of the Lost Ark (1981),Action|Adventure
679981,3411,2450,1,967583402,M,18,4,02139,Howard the Duck (1986),Adventure|Children's|Sci-Fi
639775,3457,2288,4,967240963,M,25,20,19083,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
218242,4170,3702,3,965743649,M,45,7,53713,Mad Max (1979),Action|Sci-Fi
374396,5605,253,5,959196176,F,18,2,95008,Interview with the Vampire (1994),Drama|Horror
250934,1969,50,5,974691630,F,25,3,92116,"Usual Suspects, The (1995)",Crime|Thriller
65945,877,2628,4,975268299,M,25,0,90631,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
573991,1265,3897,4,1000994662,F,18,20,49321,Almost Famous (2000),Comedy|Drama
333098,4568,1569,3,964479834,F,25,4,90034,My Best Friend's Wedding (1997),Comedy|Romance
754640,3878,3361,5,965832786,M,35,16,22124,Bull Durham (1988),Comedy
904064,2063,3672,3,975797436,M,25,4,43138,Benji (1974),Adventure|Children's
800815,4279,1208,5,965285149,M,25,16,43215,Apocalypse Now (1979),Drama|War
527365,765,2011,5,975450691,M,25,17,74467,Back to the Future Part II (1989),Comedy|Sci-Fi
549420,4373,1234,5,965180458,M,50,12,32920,"Sting, The (1973)",Comedy|Crime
384914,3067,25,5,969997989,F,25,0,02148,Leaving Las Vegas (1995),Drama|Romance
798250,1764,2550,3,974701705,M,18,0,75149,"Haunting, The (1963)",Horror|Thriller
935636,1473,2347,4,974757373,M,25,14,06511,"Pope of Greenwich Village, The (1984)",Action
17913,3746,2791,4,966137612,M,25,5,54703,Airplane! (1980),Comedy
208432,4079,3671,3,965443856,M,35,17,26505,Blazing Saddles (1974),Comedy|Western
552354,583,208,4,982824504,F,25,0,48067,Waterworld (1995),Action|Adventure
143990,5359,1917,3,960603699,M,18,16,27705,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
227673,5260,2987,2,962497030,M,35,7,78705,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
155911,1010,1090,4,975228827,M,25,0,10310,Platoon (1986),Drama|War
169440,4048,498,4,965504750,F,35,1,89431,Mr. Jones (1993),Drama|Romance
18805,4950,2687,4,962638514,M,25,16,55421,Tarzan (1999),Animation|Children's
357585,4335,508,5,965238979,M,35,0,74011,Philadelphia (1993),Drama
154064,2271,21,4,993936392,M,50,14,13210,Get Shorty (1995),Action|Comedy|Drama
979697,1741,504,3,974708320,M,35,7,91107,No Escape (1994),Action|Sci-Fi
389532,3420,1678,5,987695516,F,25,7,48105,"Joy Luck Club, The (1993)",Drama
715881,242,833,2,977854347,F,18,4,53706,High School High (1996),Comedy
900985,4543,3747,3,1039928564,M,25,2,11105,Jesus' Son (1999),Drama
975441,1998,3090,4,976022437,F,50,9,24018,Matewan (1987),Drama
798805,5754,144,3,958272549,F,18,1,60640,"Brothers McMullen, The (1995)",Comedy
346534,1383,1380,4,975979686,F,25,7,19806,Grease (1978),Comedy|Musical|Romance
227303,3998,2987,3,965580426,M,45,0,74354,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
995044,468,1656,4,976225471,F,1,10,55082,Swept from the Sea (1997),Romance
